authorization_id,scenario_id,customer_id,scope,data_category,purpose,status,effective_at,expires_at,source,withdrawn_at
AUTH-C024-DATA,demo-acts-1-3,C024,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C024-CONTACT,demo-acts-1-3,C024,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C025-DATA,demo-acts-1-3,C025,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C025-CONTACT,demo-acts-1-3,C025,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C026-DATA,demo-acts-1-3,C026,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C026-CONTACT,demo-acts-1-3,C026,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C027-DATA,demo-acts-1-3,C027,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C027-CONTACT,demo-acts-1-3,C027,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C028-DATA,demo-acts-1-3,C028,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C028-CONTACT,demo-acts-1-3,C028,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C029-DATA,demo-acts-1-3,C029,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C029-CONTACT,demo-acts-1-3,C029,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C030-DATA,demo-acts-1-3,C030,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C030-CONTACT,demo-acts-1-3,C030,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C031-DATA,demo-acts-1-3,C031,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C031-CONTACT,demo-acts-1-3,C031,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C032-DATA,demo-acts-1-3,C032,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C032-CONTACT,demo-acts-1-3,C032,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C033-DATA,demo-acts-1-3,C033,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C033-CONTACT,demo-acts-1-3,C033,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C034-DATA,demo-acts-1-3,C034,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C034-CONTACT,demo-acts-1-3,C034,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C035-DATA,demo-acts-1-3,C035,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C035-CONTACT,demo-acts-1-3,C035,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C036-DATA,demo-acts-1-3,C036,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C036-CONTACT,demo-acts-1-3,C036,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C037-DATA,demo-acts-1-3,C037,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C037-CONTACT,demo-acts-1-3,C037,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C038-DATA,demo-acts-1-3,C038,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C038-CONTACT,demo-acts-1-3,C038,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C039-DATA,demo-acts-1-3,C039,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C039-CONTACT,demo-acts-1-3,C039,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C040-DATA,demo-acts-1-3,C040,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C040-CONTACT,demo-acts-1-3,C040,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C041-DATA,demo-acts-1-3,C041,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C041-CONTACT,demo-acts-1-3,C041,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C042-DATA,demo-acts-1-3,C042,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C042-CONTACT,demo-acts-1-3,C042,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C043-DATA,demo-acts-1-3,C043,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C043-CONTACT,demo-acts-1-3,C043,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C044-DATA,demo-acts-1-3,C044,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C044-CONTACT,demo-acts-1-3,C044,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C045-DATA,demo-acts-1-3,C045,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C045-CONTACT,demo-acts-1-3,C045,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C046-DATA,demo-acts-1-3,C046,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C046-CONTACT,demo-acts-1-3,C046,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C047-DATA,demo-acts-1-3,C047,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C047-CONTACT,demo-acts-1-3,C047,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C048-DATA,demo-acts-1-3,C048,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C048-CONTACT,demo-acts-1-3,C048,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C049-DATA,demo-acts-1-3,C049,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C049-CONTACT,demo-acts-1-3,C049,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C050-DATA,demo-acts-1-3,C050,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C050-CONTACT,demo-acts-1-3,C050,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C051-DATA,demo-acts-1-3,C051,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C051-CONTACT,demo-acts-1-3,C051,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C052-DATA,demo-acts-1-3,C052,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C052-CONTACT,demo-acts-1-3,C052,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C053-DATA,demo-acts-1-3,C053,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C053-CONTACT,demo-acts-1-3,C053,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C054-DATA,demo-acts-1-3,C054,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C054-CONTACT,demo-acts-1-3,C054,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C055-DATA,demo-acts-1-3,C055,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C055-CONTACT,demo-acts-1-3,C055,business_contact,,protection_review,withdrawn,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,2026-09-03T09:00:00+08:00
AUTH-C056-DATA,demo-acts-1-3,C056,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C056-CONTACT,demo-acts-1-3,C056,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C057-DATA,demo-acts-1-3,C057,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C057-CONTACT,demo-acts-1-3,C057,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C058-DATA,demo-acts-1-3,C058,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C058-CONTACT,demo-acts-1-3,C058,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C059-DATA,demo-acts-1-3,C059,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C059-CONTACT,demo-acts-1-3,C059,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C060-DATA,demo-acts-1-3,C060,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C060-CONTACT,demo-acts-1-3,C060,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C061-DATA,demo-acts-1-3,C061,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C061-CONTACT,demo-acts-1-3,C061,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C062-DATA,demo-acts-1-3,C062,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C062-CONTACT,demo-acts-1-3,C062,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C063-DATA,demo-acts-1-3,C063,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C063-CONTACT,demo-acts-1-3,C063,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C064-DATA,demo-acts-1-3,C064,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C064-CONTACT,demo-acts-1-3,C064,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C065-DATA,demo-acts-1-3,C065,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C065-CONTACT,demo-acts-1-3,C065,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C066-DATA,demo-acts-1-3,C066,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C066-CONTACT,demo-acts-1-3,C066,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C067-DATA,demo-acts-1-3,C067,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C067-CONTACT,demo-acts-1-3,C067,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C068-DATA,demo-acts-1-3,C068,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C068-CONTACT,demo-acts-1-3,C068,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C069-DATA,demo-acts-1-3,C069,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C069-CONTACT,demo-acts-1-3,C069,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C070-DATA,demo-acts-1-3,C070,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C070-CONTACT,demo-acts-1-3,C070,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C071-DATA,demo-acts-1-3,C071,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C071-CONTACT,demo-acts-1-3,C071,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C072-DATA,demo-acts-1-3,C072,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C072-CONTACT,demo-acts-1-3,C072,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C073-DATA,demo-acts-1-3,C073,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C073-CONTACT,demo-acts-1-3,C073,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C074-DATA,demo-acts-1-3,C074,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C074-CONTACT,demo-acts-1-3,C074,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C075-DATA,demo-acts-1-3,C075,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C075-CONTACT,demo-acts-1-3,C075,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C076-DATA,demo-acts-1-3,C076,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C076-CONTACT,demo-acts-1-3,C076,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C077-DATA,demo-acts-1-3,C077,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C077-CONTACT,demo-acts-1-3,C077,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C078-DATA,demo-acts-1-3,C078,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C078-CONTACT,demo-acts-1-3,C078,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C079-DATA,demo-acts-1-3,C079,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C079-CONTACT,demo-acts-1-3,C079,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C080-DATA,demo-acts-1-3,C080,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C080-CONTACT,demo-acts-1-3,C080,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C081-DATA,demo-acts-1-3,C081,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
